date,value
2025-07-02,0.9999980893423516
2025-07-05,0.999997870366821
2025-07-08,0.9999982419127988
2025-07-12,0.9999980073938408
2025-07-15,0.9999975810600128
2025-07-18,0.999998512739449
2025-07-21,0.999998618945937
2025-07-24,0.9999988824630516
2025-07-27,0.9999988387216648
2025-07-30,0.9999984924504838
2025-08-02,0.9999988208707123
2025-08-05,0.9999982454164352
2025-08-08,0.9999989935587762
2025-08-11,0.999998624061124
2025-08-14,0.9999991096866097
2025-08-17,0.9999991426605496
2025-08-20,0.9999991193675576
2025-08-23,0.9999991297728804
2025-08-26,0.9999991426617836
2025-08-29,0.9999993101545254
2025-09-01,0.999999751762602
2025-09-04,0.9999993216659884
2025-09-07,0.9999989381583418
2025-09-10,0.9999994231989386
2025-09-13,0.9999970746843266
2025-09-16,0.999993601324902
2025-09-19,0.999996774220932
2025-09-22,0.9999996507770212
2025-09-25,0.9999999227509916
2025-09-28,1.0
2025-10-01,1.0
2025-10-04,1.0
2025-10-07,1.0
2025-10-10,1.0
2025-10-13,1.0
2025-10-16,1.0
2025-10-19,1.0
2025-10-22,1.0
2025-10-25,1.0
2025-10-28,1.0
2025-10-31,1.0
2025-11-03,1.0
2025-11-06,1.0
2025-11-09,1.0
2025-11-12,1.0
2025-11-15,1.0
2025-11-18,1.0
2025-11-21,1.0
2025-11-24,1.0
2025-11-27,1.0
2025-11-30,1.0
2025-12-03,1.0
2025-12-06,1.0
2025-12-09,1.0
2025-12-12,1.0
2025-12-15,1.0
2025-12-18,1.0
