date_column,nc_5g,g4_avail_auto,s1_failure,rrc_ue,traffic_4g,eut_4g_bh,eut_4g_bh_count_less_31,dl_prb_util,dl_prb_util_count_gt_09,cqi_bh,cqi_less_than_7,dl_user_thp_bhv,traffic_5g,da_5g
2025-07-01,NC-SBY-UTR-5,0.9999376804559936,1533,8840.667327000006,28452.8619088,13.525529507200025,19,0.5135073333333336,23,9.508494368137985,29,5.680164102998887,0.0,0.0
2025-07-01,NC-SBY-UTR-6,0.999555719367219,1112,7667.703719199995,21767.9669795,15.62587367666667,11,0.5031391666666662,14,9.77288886316153,7,6.63078721130572,0.0,0.0
2025-07-01,NC-SBY-UTR-7,0.9999969526059004,1429,10567.009612000003,33316.93518109999,14.212961750000009,26,0.5489728361878448,31,9.4962138257826,21,4.86991620748495,0.0,0.0
2025-07-01,NC-SDA-UTR-24,0.998931036759849,4145,10721.535567799998,36355.72963470002,11.667450586933333,42,0.5913415554666669,57,9.338840557775644,6,3.822143819076087,0.0,0.0
2025-07-01,NC-SDA-UTR-25,0.9999975202748528,599,8552.885367600004,28431.5765327,11.602239518060204,40,0.6280621515050163,53,9.418323259482992,14,3.999062055119893,0.0,0.0
2025-07-01,NC-SDA-UTR-26,0.9973729555109524,2024,9248.477455699993,30891.72185699998,11.504174854574137,33,0.6093091485804413,45,9.629426416724243,17,4.320594235447239,0.0,0.0
2025-07-01,OA_CLUSTER,0.9979002500970948,46505,198803.6774762,653352.6689413,13.957591978883034,488,0.5441690647596328,587,9.494398319145462,238,5.47911971981137,0.0,0.0
2025-07-02,NC-SBY-BRT-15,0.9999906653331428,1582,9029.097601699996,28563.53653130001,14.223309713698628,20,0.5337579909589041,33,9.648653589640276,15,5.557903079798444,0.0,0.0
2025-07-02,NC-SBY-BRT-16,0.9989326673660318,774,9979.322634399998,35587.2699162,12.365888504825737,29,0.5915261394101875,33,9.525243680774452,8,5.381796419593923,0.0,0.0
2025-07-02,NC-SBY-BRT-17,0.9995979669874344,1204,9547.806188499992,32727.072423599995,12.876977991032613,28,0.5675690665760872,36,9.316688640445518,7,4.601214862406663,0.0,0.0
2025-07-02,NC-SBY-SEL-18,0.995914722210388,2206,10646.024304599983,33817.46020429999,13.83486262740386,49,0.5630891427884613,56,9.380012674150054,16,3.9191867399260514,0.0,0.0
2025-07-02,NC-SBY-SEL-19,0.9998196448357952,12247,8006.314717099995,26119.6583474,14.560546087573966,20,0.5010121124999994,23,9.24969851633752,13,5.050226584436413,0.0,0.0
2025-07-02,NC-SBY-SEL-20,0.9997053902116402,897,8432.092879700007,26846.190560899977,16.367605705570313,18,0.4954891687002651,21,9.431431840270577,12,5.473715900973356,0.0,0.0
2025-07-02,NC-SBY-SEL-21,0.9999980893423516,859,7307.891183799999,24493.717893400008,13.081530457875465,13,0.5791910868131864,23,9.40578406171905,8,5.838620967810098,0.0,0.0
2025-07-02,NC-SBY-SEL-22,0.997180522821449,832,9034.4071873,28043.079467400006,16.170732368716582,17,0.5044398395721924,26,9.685307576366789,11,6.068716796830063,0.0,0.0
2025-07-02,NC-SBY-SEL-23,0.9997655379620808,1757,7166.779003600008,22783.53488350001,9.51023052983193,57,0.6670728289915964,45,8.98005025908892,25,3.210852510484683,0.0,0.0
2025-07-02,NC-SBY-TMR-10,0.9999796651346924,4675,7171.993239600005,23206.682916199985,13.510544485211254,15,0.5459034623239436,23,9.270491658763458,10,5.726250090989076,0.0,0.0
2025-07-02,NC-SBY-TMR-11,0.999896345890176,2948,9448.204421100005,30447.564506200037,13.671753607580174,13,0.5454693877551016,22,9.55682215154402,5,5.718209730914589,0.0,0.0
2025-07-02,NC-SBY-TMR-12,0.9995417163402012,1163,6650.152008599997,22359.262697899994,17.183977603960393,5,0.4749691970297031,13,9.69134131415016,13,7.257850280379011,0.0,0.0
2025-07-02,NC-SBY-TMR-13,0.999941956955954,1386,9901.288942,32472.338130700013,13.916531423809523,30,0.5384790563492066,31,9.296606357461805,4,5.103843857308871,0.0,0.0
2025-07-02,NC-SBY-TMR-14,0.990338520077376,1218,7681.689901600002,25145.010724400014,13.445209714984706,20,0.5421014272171253,31,9.372725776542213,16,5.462478620187061,0.0,0.0
2025-07-02,NC-SBY-TMR-8,0.9987931563720638,1892,7952.194611099998,27369.842871899997,13.847629758940393,20,0.5713802430463578,17,9.701929396624031,7,5.643538778534589,0.0,0.0
2025-07-02,NC-SBY-TMR-9,0.9875760222567288,642,7401.994781000004,28143.991325899988,14.154083252795026,16,0.5495822984472047,21,9.64128614673939,2,5.76604268006093,0.0,0.0
2025-07-02,NC-SBY-UTR-1,0.9996525727061344,1463,7586.4730738,24603.840625600005,14.507331774860337,30,0.5170577282122908,31,9.234587974076064,24,4.742543648573099,0.0,0.0
2025-07-02,NC-SBY-UTR-2,0.9999961843257394,1135,12329.538143900005,45561.82692069999,13.824743267619043,35,0.5557641270476189,30,9.476980101695862,9,5.172227654817073,0.0,0.0
2025-07-02,NC-SBY-UTR-3,0.9999970953687268,820,8132.740613000005,27258.6505151,14.884327863302753,14,0.5121322629969414,20,9.688618671580157,11,5.958882563429975,0.0,0.0
2025-07-02,NC-SBY-UTR-4,0.9999969488153754,801,7518.676735299997,24104.60369530001,14.773801581578944,14,0.5632957394736843,17,9.866011788263904,2,5.919658174145926,0.0,0.0
2025-07-02,NC-SBY-UTR-5,0.9999978529554536,1669,8922.194946099995,28816.78714310002,13.020670322666662,23,0.5292091111999999,32,9.45272507064729,31,5.216684112740666,0.0,0.0
2025-07-02,NC-SBY-UTR-6,0.999946475991773,10084,7796.764562199997,21909.373942000017,15.591446145333332,10,0.5111328382838282,15,9.733597040343309,7,6.225432423931429,0.0,0.0
2025-07-02,NC-SBY-UTR-7,0.9999814878724462,1813,10604.151188199983,33431.9081421,14.223183930662984,29,0.5589210406077348,37,9.487181871052526,22,4.830018841822641,0.0,0.0
2025-07-02,NC-SDA-UTR-24,0.9999980837090886,4283,10604.885425999992,36379.0579183,11.967065237866668,47,0.5948651111999999,59,9.3646212360895,8,3.705825307709469,0.0,0.0
2025-07-02,NC-SDA-UTR-25,0.9996191448643488,1120,8606.2303493,28025.8235986,11.766967017725753,45,0.6130083612040133,53,9.372001270131584,16,3.70205269453978,0.0,0.0
2025-07-02,NC-SDA-UTR-26,0.9984956284976484,1711,9284.491710299995,30544.35403709999,11.718703193375395,53,0.6268911671924292,55,9.5278626920054,18,3.702925440146698,0.0,0.0
2025-07-02,OA_CLUSTER,0.9985513101630936,54067,198247.7928682,653813.2043851,14.110548957888629,525,0.542710180356165,636,9.481863786972893,278,5.364312332434609,0.0,0.0
2025-07-03,NC-SBY-BRT-15,0.9999105562288092,1945,9066.5029477,29027.396071299994,13.34198281726028,35,0.5524773972602739,36,9.587220250415823,19,4.809604242391712,0.0,0.0
2025-07-03,NC-SBY-BRT-16,0.999997328087686,739,9972.744193399987,36039.700873399976,11.66671976863271,33,0.6118880697050944,37,9.465366126786137,10,5.011879060739482,0.0,0.0
2025-07-03,NC-SBY-BRT-17,0.9999977339682502,1313,9469.318900599998,32809.22268199999,12.875142149453543,37,0.5817314312499999,41,9.291131849441069,10,4.549672663698395,0.0,0.0
2025-07-03,NC-SBY-SEL-18,0.9947686681125943,2053,10327.473203499994,33896.03164240003,13.631471866506008,37,0.550241766987952,36,9.401869864339575,12,4.61400225987908,0.0,0.0
2025-07-03,NC-SBY-SEL-19,0.9996395550710594,12660,7986.066011999991,26104.283542100035,14.338102604692088,29,0.5109404069767443,32,9.184946326643074,14,4.663387779171437,0.0,0.0
2025-07-03,NC-SBY-SEL-20,0.998365614248128,579,8716.125041000003,26770.2660133,14.403053991511944,33,0.5376408045092836,36,9.165282630371577,15,4.305957491444009,0.0,0.0
2025-07-03,NC-SBY-SEL-21,0.9999982617690952,867,7343.487049399998,25053.674638799985,12.853448731501826,17,0.5827600732600732,32,9.445749380968566,6,5.769805747315655,0.0,0.0
2025-07-03,NC-SBY-SEL-22,0.998010103533461,1454,8718.520306999997,27600.2003813,16.08815490461956,18,0.5049643172872339,22,9.64622898921458,10,6.030781432672948,0.0,0.0
2025-07-03,NC-SBY-SEL-23,0.9939349578499672,1420,7046.2141884,21937.04276750001,9.901086116525423,62,0.6887422970588237,60,9.180921721868636,22,2.3729771402402164,0.0,0.0
2025-07-03,NC-SBY-TMR-10,0.9998818309596734,13090,7087.048673499996,23047.0871968,13.726732124125872,24,0.553465909090909,26,9.273092643333795,14,5.566547324835515,0.0,0.0
2025-07-03,NC-SBY-TMR-11,0.999882483648344,2724,9322.506880299994,30405.249174,13.736342388921278,13,0.54212147696793,30,9.521347156842136,8,5.936790925103953,0.0,0.0
2025-07-03,NC-SBY-TMR-12,0.9978009593362166,1138,6686.163745200002,22277.89545370001,16.559829803630368,8,0.4914166666666669,19,9.64755172394694,10,6.665583306569806,0.0,0.0
2025-07-03,NC-SBY-TMR-13,0.9998946568176356,1149,9898.765845,32719.259167799977,13.485738527777766,28,0.5531009701058204,32,9.28016946396267,6,5.140372216865995,0.0,0.0
2025-07-03,NC-SBY-TMR-14,0.9998252559794611,12404,7701.446074600006,25419.85226349999,14.197302550458716,15,0.5232849131498474,16,9.489846083110557,11,6.085170880829716,0.0,0.0
2025-07-03,NC-SBY-TMR-8,0.9999544318739269,671,8052.624303300007,27802.935020199988,13.343241746026491,21,0.5839067327814564,28,9.65452324004206,5,5.418891993078086,0.0,0.0
2025-07-03,NC-SBY-TMR-9,0.9875754337496768,575,7442.874957100001,27982.434595099985,14.067583269875785,19,0.557729295962733,23,9.5593195386054,0,5.54390634421403,0.0,0.0
2025-07-03,NC-SBY-UTR-1,0.9999891682863622,2343,7740.804139400005,24120.1216196,14.174201777183084,32,0.525488497183099,30,9.19019333652931,24,5.0369769636747765,0.0,0.0
2025-07-03,NC-SBY-UTR-2,0.997298055749206,884,12522.11401,45227.743467400025,13.067985707619036,46,0.5686634921904762,38,9.435632785135605,13,5.102331224749402,0.0,0.0
2025-07-03,NC-SBY-UTR-3,0.9988923645675958,1242,8252.819553400008,27679.954931900014,13.552385869631893,31,0.5546799186544344,25,9.5628515372273,14,5.179903796140089,0.0,0.0
2025-07-03,NC-SBY-UTR-4,0.998852047605606,1489,7683.839261900007,24357.397716100004,13.921385708646614,22,0.5815288221804512,24,9.876807313690655,2,5.429744115094032,0.0,0.0
2025-07-03,NC-SBY-UTR-5,0.9999850034846676,1648,8976.6867429,29137.30907600001,13.374896016577525,26,0.5236326666666667,37,9.562213372591916,30,5.046611701278141,0.0,0.0
2025-07-03,NC-SBY-UTR-6,0.9999567654994906,10520,7706.208948900004,22078.288081400013,15.329909374917513,15,0.517979647854785,20,9.711221171857254,6,5.894736614678628,0.0,0.0
2025-07-03,NC-SBY-UTR-7,0.9999121392987296,1293,10554.0962733,33682.4558501,14.047543058563534,27,0.5590283149171271,31,9.464420547967665,20,4.582248809832151,0.0,0.0
2025-07-03,NC-SDA-UTR-24,0.9998379316335692,4446,10585.404641599993,36788.51149379997,11.403949302399996,52,0.6130773333333335,63,9.278834624344176,10,3.6461957737981394,0.0,0.0
2025-07-03,NC-SDA-UTR-25,0.9998972655766134,647,8493.484864,28469.732521300022,12.193425977926422,38,0.6124464882943139,46,9.466080175932262,13,3.9618276762102864,0.0,0.0
2025-07-03,NC-SDA-UTR-26,0.9983356784071652,1840,9118.796231300004,30812.563414399985,12.514334243533115,37,0.6057442167192428,49,9.691378374097384,12,4.477184997259204,0.0,0.0
2025-07-03,OA_CLUSTER,0.9984592342015152,74200,198274.4512518,655175.8022256999,13.74672992743066,628,0.552867526530553,711,9.455669235909117,281,5.163054174468858,0.0,0.0
2025-07-04,NC-SBY-BRT-15,0.9999979388619524,1463,9145.555723300002,28920.073756499984,13.660913954794522,25,0.5402616438356163,28,9.601851631711575,12,5.426081968506966,0.0,0.0
2025-07-04,NC-SBY-BRT-16,0.9994540393676852,847,10109.581258599996,35127.8230813,12.510580717260254,27,0.5854687222520106,27,9.607046997088943,8,5.236311002306513,0.0,0.0
2025-07-04,NC-SBY-BRT-17,0.9999978613113903,1020,9549.7514885,32777.11764940003,14.176926227989131,27,0.5518845108695651,32,9.385197966057158,7,4.864696364536402,0.0,0.0
2025-07-04,NC-SBY-SEL-18,0.9983099098066344,1445,10239.607482300002,33706.76483160003,14.163013039182706,24,0.5418583733173078,31,9.449169194763478,4,5.393285290274113,0.0,0.0
2025-07-04,NC-SBY-SEL-19,0.9998576215657304,12642,8102.209171100004,25776.189259899995,15.219425675000007,17,0.4989842537790697,24,9.341199770810448,11,4.842323147058164,0.0,0.0
2025-07-04,NC-SBY-SEL-20,0.9999974867699934,583,8542.609628999991,26952.78578700001,16.473675677984097,18,0.4906808135278513,24,9.385562568581747,11,4.949692087240623,0.0,0.0
2025-07-04,NC-SBY-SEL-21,0.9999874074639395,697,7353.385017899999,25104.38042479999,13.321496865934076,12,0.5751483516483515,25,9.430633718803865,5,5.9846854301951,0.0,0.0
2025-07-04,NC-SBY-SEL-22,0.9997384678874784,793,8669.149379499999,27467.048594799984,16.548409779255316,8,0.4907023494680846,14,9.72830800593179,8,6.556045719167855,0.0,0.0
2025-07-04,NC-SBY-SEL-23,0.9557305224966074,1081,6887.416073400002,21805.96481569999,11.262509281222709,28,0.6116079464135024,29,9.390151834151476,6,4.529922144289076,0.0,0.0
2025-07-04,NC-SBY-TMR-10,0.9993635187876382,6833,7112.331815000002,23085.524826999976,13.454080933684216,22,0.5594758157342656,26,9.212347850574726,14,5.254203729115498,0.0,0.0
2025-07-04,NC-SBY-TMR-11,0.9959791025164084,2878,9147.247737500003,29697.17370900001,15.036005254810496,12,0.5099506804664724,13,9.694203748053344,5,6.621976363923109,0.0,0.0
2025-07-04,NC-SBY-TMR-12,0.9948822916296152,2609,6613.147878399999,21577.110723799982,16.653006016831686,6,0.4555624313531353,9,9.776710390077543,7,7.337033485388034,0.0,0.0
2025-07-04,NC-SBY-TMR-13,0.9999979332018468,1770,9878.529849199997,32422.220213399996,14.516421699735446,30,0.5324481923280427,33,9.40451894877883,7,4.997485566946973,0.0,0.0
2025-07-04,NC-SBY-TMR-14,0.999992652525632,29246,7639.592298599997,25091.878779499995,13.656404405504588,27,0.5286483180428135,26,9.398519704051653,13,5.619087140218897,0.0,0.0
2025-07-04,NC-SBY-TMR-8,0.9995452292869572,1589,8123.696296500008,27572.476766600008,12.411877310264902,40,0.6034599890728477,40,9.630532675006275,4,4.243244823716952,0.0,0.0
2025-07-04,NC-SBY-TMR-9,0.987575669512198,648,7408.037582799997,27967.35292889999,14.531504226708082,14,0.5293925984472053,13,9.673439727746027,0,6.318130718160198,0.0,0.0
2025-07-04,NC-SBY-UTR-1,0.9999895732207916,1198,7606.812608399998,23829.25475250001,13.969956786197171,31,0.5227377935211269,22,9.11911499751475,23,5.00210487984164,0.0,0.0
2025-07-04,NC-SBY-UTR-2,0.9999865794953956,885,12535.17942209999,45394.98416839997,13.5696295790476,47,0.5675777775238097,39,9.44457428082598,7,4.7641714810081615,0.0,0.0
2025-07-04,NC-SBY-UTR-3,0.9994891724359848,868,8346.439358999995,27412.740039499997,12.958620144478534,30,0.5646493373088681,26,9.547228978498469,15,4.989844484759114,0.0,0.0
2025-07-04,NC-SBY-UTR-4,0.9999892526497114,800,7611.290561399997,24458.404154499985,14.368182736466164,18,0.5703496240601504,24,9.861617839687344,1,5.780866594234512,0.0,0.0
2025-07-04,NC-SBY-UTR-5,0.9999906660692952,1859,9176.872276499998,29114.557938499995,12.742818268,26,0.5388968887999995,37,9.448780632332522,32,5.04872984157819,0.0,0.0
2025-07-04,NC-SBY-UTR-6,0.9999725121494152,10548,7829.958195500001,22074.0314507,15.418130594966437,11,0.5099628716171615,20,9.755323772494664,5,5.856032142885997,0.0,0.0
2025-07-04,NC-SBY-UTR-7,0.9999698818697872,1217,10418.418887000003,32949.03124569999,14.932579171270712,20,0.5340220994475136,19,9.578174196797264,13,5.340046696922782,0.0,0.0
2025-07-04,NC-SDA-UTR-24,0.9999982407443244,3241,10623.6977649,36391.20210829996,12.124917745600005,51,0.5963000000000004,64,9.277183937874408,13,3.5605904509422066,0.0,0.0
2025-07-04,NC-SDA-UTR-25,0.9999974451876624,599,8416.411014100004,27954.86853620001,12.617856742140471,30,0.5933166110367895,38,9.515415824811448,13,4.474960755522664,0.0,0.0
2025-07-04,NC-SDA-UTR-26,0.998492015019906,1884,9244.677728400004,30969.82125769999,12.72741426340694,37,0.589885120504732,44,9.759184815849943,9,4.643854387573295,0.0,0.0
2025-07-04,OA_CLUSTER,0.9975833099879688,83519,198046.8199915,650284.8898989997,14.194412388794808,520,0.538568472882264,581,9.510846452844191,218,5.412051584385886,0.0,0.0
2025-07-05,NC-SBY-BRT-15,0.9999687037832165,1561,9170.140072899998,29070.153190700006,14.326740424175822,11,0.5325801369863016,17,9.837902604702386,14,6.589113412056263,0.0,0.0
2025-07-05,NC-SBY-BRT-16,0.9999971106051044,696,9909.493932399995,35907.94518930004,14.545935403485252,14,0.5417627345844499,20,9.775963527241748,3,6.779228888711778,0.0,0.0
2025-07-05,NC-SBY-BRT-17,0.9999909734777188,1105,9357.264963400006,32848.5546354,13.757078960597829,29,0.5547676630434781,33,9.295029014389405,11,4.901590694047217,0.0,0.0
2025-07-05,NC-SBY-SEL-18,0.9992188359979628,1622,10264.498738200002,34335.69041540001,15.01392211012049,29,0.526968072289156,34,9.426670624892948,12,4.767819459610534,0.0,0.0
2025-07-05,NC-SBY-SEL-19,0.9958257279037008,19392,7369.5345998,24368.794688799982,17.535096328739,14,0.4496250002906981,14,9.47783922762986,11,5.945948048977798,0.0,0.0
2025-07-05,NC-SBY-SEL-20,0.9999971891534392,675,7672.782958099997,25588.672747400007,18.231215390641715,11,0.4364950981283425,15,9.623713087321772,13,6.800657532843268,0.0,0.0
2025-07-05,NC-SBY-SEL-21,0.9995132105136016,948,6969.865988400003,24649.982053599997,14.339132606959708,8,0.5363873626373622,12,9.572253146705783,1,6.878922160583347,0.0,0.0
2025-07-05,NC-SBY-SEL-22,0.9997171431737588,821,8835.095840299999,27799.4148409,16.554659039466664,25,0.4936088887999997,31,9.675826648592665,10,4.838184519840632,0.0,0.0
2025-07-05,NC-SBY-SEL-23,0.9999973933723296,1026,6744.2899332000015,21901.60571800001,13.041180600840338,22,0.5828343840336132,16,9.557379808031603,5,5.494302431840655,0.0,0.0
2025-07-05,NC-SBY-TMR-10,0.9997391839351468,2000,7042.681731499998,22649.58038430002,14.194911818881115,35,0.533159673776224,28,9.120100645198791,24,4.344548478362578,0.0,0.0
2025-07-05,NC-SBY-TMR-11,0.9950015897925064,2064,8496.882848699996,28605.92713660001,16.522544487755116,4,0.4710505344023321,6,9.854441812816576,5,8.241381980365896,0.0,0.0
2025-07-05,NC-SBY-TMR-12,0.9996196020380216,1129,6054.489091999997,21117.17305749999,18.96118746601941,4,0.4090420711974115,9,9.886540572868576,11,8.81023720163478,0.0,0.0
2025-07-05,NC-SBY-TMR-13,0.9999978378101316,1279,9080.748172600002,30984.7508467,16.190689057936506,12,0.4772242063492061,15,9.51342661965709,3,6.738844646063559,0.0,0.0
2025-07-05,NC-SBY-TMR-14,0.9974053811946124,31671,7429.572417700004,24816.965618999995,15.428716343425066,10,0.481158766666667,11,9.516725936103477,10,6.80612889162144,0.0,0.0
2025-07-05,NC-SBY-TMR-8,0.9998822279437716,848,8107.971105700002,28437.05561310002,15.736644606953632,4,0.5219917218543049,4,9.998917463779332,0,7.542540372824309,0.0,0.0
2025-07-05,NC-SBY-TMR-9,0.987575597623578,656,7263.305089,28040.15046400001,16.692349914285725,7,0.4849378881987576,8,9.81754419141583,0,7.675731518826515,0.0,0.0
2025-07-05,NC-SBY-UTR-1,0.99992276073188,657,6353.1861634000015,21811.836465299995,17.704046322625697,9,0.427947625698324,6,9.623638919298507,11,7.28669785592689,0.0,0.0
2025-07-05,NC-SBY-UTR-2,0.9991776666063932,875,12621.042959400009,46167.00656079998,15.02174164419047,10,0.5215276188571434,12,9.642753167715966,6,6.682456782204829,0.0,0.0
2025-07-05,NC-SBY-UTR-3,0.9998212564264508,835,7557.050640499997,26540.858830699995,16.369189901223244,8,0.4740112131498468,8,9.863451779338908,10,7.491674340687113,0.0,0.0
2025-07-05,NC-SBY-UTR-4,0.9999969106782668,638,7197.805856500001,23568.351132000007,16.36717875187969,9,0.5235479323308272,4,10.069254083777508,1,7.306258954786145,0.0,0.0
2025-07-05,NC-SBY-UTR-5,0.9999827633412984,1991,9222.863556900007,29598.76439120001,12.600554038544464,40,0.5514433244623661,48,9.479312758000608,41,4.262461938636534,0.0,0.0
2025-07-05,NC-SBY-UTR-6,0.9999308403135552,9646,6984.787652299997,20820.83974260001,17.776273510033455,7,0.4508358089108911,14,10.082733148557706,5,6.578163570762468,0.0,0.0
2025-07-05,NC-SBY-UTR-7,0.9999969945801408,1056,9593.56309949999,32164.878621800024,16.779906555524867,11,0.4910789596685084,10,9.793501101794876,16,7.893022098531725,0.0,0.0
2025-07-05,NC-SDA-UTR-24,0.999997870366821,4816,10220.750903900002,36118.0693344,13.525850800000004,29,0.5461828888,40,9.436344614893926,7,5.168728541281403,0.0,0.0
2025-07-05,NC-SDA-UTR-25,0.9999976387351486,447,7917.373747899997,27194.371899499994,14.591898422073582,14,0.5411212374581937,17,9.611015954890188,7,5.530656866357037,0.0,0.0
2025-07-05,NC-SDA-UTR-26,0.998652016226324,1502,8881.340081799992,31151.63934369999,14.676923047318605,15,0.5574235015772872,18,9.837642942284637,9,5.529656271434567,0.0,0.0
2025-07-05,OA_CLUSTER,0.9988124608922234,83191,189298.91741240004,641794.9523451,15.813109375852518,333,0.4983741402510211,375,9.666956882123356,223,6.524234719860561,0.0,0.0
2025-07-06,NC-SBY-BRT-15,0.9999981608311902,1351,8910.233031699996,29797.22013729999,14.900669798904106,17,0.5147221460273973,24,10.037150529152418,17,6.591040495112235,0.0,0.0
2025-07-06,NC-SBY-BRT-16,0.999997141676531,718,9691.386303100002,37942.95210269999,13.333698783914196,21,0.5703739946380698,25,9.655806614534889,9,6.04767523382861,0.0,0.0
2025-07-06,NC-SBY-BRT-17,0.99942010131149,899,9068.760376200002,33678.19749450001,14.558714359782622,27,0.5424121374999998,35,9.46621328236252,7,4.612849600704112,0.0,0.0
2025-07-06,NC-SBY-SEL-18,0.99577705294279,1440,9532.779873800002,34545.67381539998,15.387911798533011,26,0.5145391198044013,26,9.61038792225368,11,5.996659446731647,0.0,0.0
2025-07-06,NC-SBY-SEL-19,0.9999973756459948,19381,7116.2426483999925,25456.909638600016,16.396684177810645,21,0.4712922777126096,22,9.3260913272592,13,5.050111740868371,0.0,0.0
2025-07-06,NC-SBY-SEL-20,0.9999973875661377,457,6985.564153200002,25289.0203433,19.522679688594167,12,0.4189288244031831,15,9.627993196458975,11,6.151257127855553,0.0,0.0
2025-07-06,NC-SBY-SEL-21,0.9864169326820764,790,6553.816930499998,24114.066393900004,14.777843410256422,20,0.5424340659340662,23,9.60865330733168,3,5.162259133848362,0.0,0.0
2025-07-06,NC-SBY-SEL-22,0.9995691282620768,765,8754.216187300008,28305.019634700013,16.552182797340432,32,0.5016334220744685,42,9.561858238310178,8,3.43874887722368,0.0,0.0
2025-07-06,NC-SBY-SEL-23,0.999997530425162,974,6348.518909100006,22437.12950630001,13.246450755462185,18,0.5616011903361343,25,9.55758543161192,15,5.365210177951497,0.0,0.0
2025-07-06,NC-SBY-TMR-10,0.9999791102153508,1323,6543.370179499999,22848.942144999997,15.06080188235294,30,0.5161340826989619,25,9.245643601538784,24,4.705546325943118,0.0,0.0
2025-07-06,NC-SBY-TMR-11,0.9999973710823152,1793,7831.583980300002,28767.017535299998,17.35850596734695,10,0.4669679297376093,12,9.811755659501856,9,7.566703753229873,0.0,0.0
