date,value
2025-07-02,653813.2043851
2025-07-05,641794.9523451
2025-07-08,642377.9941070002
2025-07-12,637171.674558
2025-07-15,634610.0180094
2025-07-18,660454.2671713001
2025-07-21,638705.9558988002
2025-07-24,654007.2812312
2025-07-27,662995.0726699
2025-07-30,649306.0647952001
2025-08-02,651719.9674484
2025-08-05,649427.5769759001
2025-08-08,670776.2535599
2025-08-11,647883.9719834002
2025-08-14,679639.7453989
2025-08-17,687720.3841203997
2025-08-20,660665.3936525001
2025-08-23,698218.3305435999
2025-08-26,678952.1739837
2025-08-29,715880.6478952998
2025-09-01,683737.9491241
2025-09-04,677240.6539075002
2025-09-07,675109.1239041
2025-09-10,685390.2327033001
2025-09-13,705495.6570807
2025-09-16,703020.7311386998
2025-09-19,708057.7717515999
2025-09-22,697681.5831214001
2025-09-25,711374.6005362002
2025-09-28,723657.4287495997
2025-10-01,693245.8200195999
2025-10-04,698540.5296149
2025-10-07,680775.6669472997
2025-10-10,711545.5050321
2025-10-13,659274.6816960002
2025-10-16,657201.7645645001
2025-10-19,677224.2901564002
2025-10-22,649772.6011259999
2025-10-25,661256.9164441
2025-10-28,641676.7074202002
2025-10-31,638125.4932919999
2025-11-03,599589.0820364999
2025-11-06,604527.6930461
2025-11-09,622378.5244767001
2025-11-12,614043.4580907001
2025-11-15,619921.1311567998
2025-11-18,617258.1200047001
2025-11-21,638729.5192851
2025-11-24,614961.4801842
2025-11-27,625500.3849427
2025-11-30,620072.6493050001
2025-12-03,627832.106362
2025-12-06,629717.3877688
2025-12-09,630192.1273949
2025-12-12,644158.2552067001
2025-12-15,630528.1665801002
2025-12-18,651561.295574
